metric,explain,linguistic_label,k400_label,domain_label
f1469818,Doctors_of_Osteopathic_Medicine_Inactive_Total=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician inactive workforce by age,
f1469918,Doctors_of_Osteopathic_Medicine_Not_Classified_Total=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1470018,Total_Doctors_of_Osteopathic_Medicine_Male=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1470118,Total_Doctors_of_Osteopathic_Medicine_Female=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1470218,Doctors_of_Osteopathic_Medicine_Inactive_Male=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician inactive workforce by age,
f1470318,Doctors_of_Osteopathic_Medicine_Inactive_Female=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician inactive workforce by age,
f1470418,Total_Doctors_of_Osteopathic_Medicine_<_35=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1470518,Total_Doctors_of_Osteopathic_Medicine_35_44=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1470618,Total_Doctors_of_Osteopathic_Medicine_45_54=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1470718,Total_Doctors_of_Osteopathic_Medicine_55_64=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1470818,Total_Doctors_of_Osteopathic_Medicine_65_74=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician inactive workforce by age,
f1470918,Total_Doctors_of_Osteopathic_Medicine_75_+=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician inactive workforce by age,
f1471018,Doctors_of_Osteopathic_Medicine_Inactive_<_35=2018,Osteopathic Medicine Physician Supply and Distribution,Doctors of Osteopathic Medicine Inactive < 35,
f1471118,Doctors_of_Osteopathic_Medicine_Inactive_35_44=2018,Osteopathic Medicine Physician Supply and Distribution,Doctors of Osteopathic Medicine Inactive 35 44,
f1471218,Doctors_of_Osteopathic_Medicine_Inactive_45_54=2018,Osteopathic Medicine Physician Supply and Distribution,Doctors of Osteopathic Medicine Inactive 45 54,
f1471318,Doctors_of_Osteopathic_Medicine_Inactive_55_64=2018,Osteopathic Medicine Physician Supply and Distribution,Doctors of Osteopathic Medicine Inactive 55 64,
f1471418,Doctors_of_Osteopathic_Medicine_Inactive_65_74=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician inactive workforce by age,
f1471518,Doctors_of_Osteopathic_Medicine_Inactive_75_+=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician inactive workforce by age,
f1471618,Doctors_of_Osteopathic_Medicine_General_Practice_Total=2018,Osteopathic Medicine Physician Supply and Distribution,DO general practice total workforce,
f1471718,Doctors_of_Osteopathic_Medicine_General_Practice_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,DO general practice total workforce,
f1471818,Doctors_of_Osteopathic_Medicine_Family_Medical_Medicine_General_Total=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1471918,Doctors_of_Osteopathic_Medicine_Family_Medical_Medicine_General_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1472018,Doctors_of_Osteopathic_Medicine_Family_Medical_Medicine_Subspecialty_Total=2018,Osteopathic Medicine Physician Supply and Distribution,DO family medicine subspecialty total workforce,
f1472118,Doctors_of_Osteopathic_Medicine_Family_Medical_Medicine_Subspecialties_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,DO family medicine subspecialty total workforce,
f1472218,Doctors_of_Osteopathic_Medicine_General_Internal_Medical_Medicine_Total=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1472318,Doctors_of_Osteopathic_Medicine_General_Internal_Medical_Medicine_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1472418,Doctors_of_Osteopathic_Medicine_Internal_Medical_Medicine_Subspecialties_Total=2018,Osteopathic Medicine Physician Supply and Distribution,Mixed: Hispanic community violence prevention and DO internal medicine subspecialty,
f1472518,Doctors_of_Osteopathic_Medicine_Internal_Medicine_Subspecialties_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,Mixed: Hispanic community violence prevention and DO internal medicine subspecialty,
f1472618,Doctors_of_Osteopathic_Medicine_Pediatrics_General_Total=2018,Osteopathic Medicine Physician Supply and Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1472718,Doctors_of_Osteopathic_Medicine_Pediatrics_General_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1472818,Doctors_of_Osteopathic_Medicine_Pediatric_Subspecialties_Total=2018,Osteopathic Medicine Physician Supply and Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1472918,Doctors_of_Osteopathic_Medicine_Pediatric_Subspecialties_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1473018,Doctors_of_Osteopathic_Medicine_Obstetrics_Gynecology_General_Total=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1473118,Doctors_of_Osteopathic_Medicine_Obstetrics_Gynecology_General_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1473218,Doctors_of_Osteopathic_Medicine_Obstetrics_Gynecology_Subspecialties_Total=2018,Osteopathic Medicine Physician Supply and Distribution,Hospital nurse midwives and DO obstetrics/gynecology subspecialty workforce,
f1473318,Doctors_of_Osteopathic_Medicine_Obstetrics_Gynecology_Subspecialties_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,Hospital nurse midwives and DO obstetrics/gynecology subspecialty workforce,
f1473418,Doctors_of_Osteopathic_Medicine_General_Surgical_Total=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1473518,Doctors_of_Osteopathic_Medicine_General_Surgical_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1473618,Doctors_of_Osteopathic_Medicine_Orthopedic_Surgical_Total=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1473718,Doctors_of_Osteopathic_Medicine_Orthopedic_Surgical_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1473818,Doctors_of_Osteopathic_Medicine_Anesthesiolgy_Total=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1473918,Doctors_of_Osteopathic_Medicine_Anesthesiolgy_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1474018,Doctors_of_Osteopathic_Medicine_Emergency_Medical_Medicine_Total=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1474118,Doctors_of_Osteopathic_Medicine_Emergency_Medical_Medicine_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1474218,Doctors_of_Osteopathic_Medicine_Psychiatry_Total=2018,Osteopathic Medicine Physician Supply and Distribution,DO psychiatry total workforce,
f1474318,Doctors_of_Osteopathic_Medicine_Psychiatry_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,DO psychiatry total workforce,
f1474418,Doctors_of_Osteopathic_Medicine_Physician_Medical_Medicine_Rehabilitation_Total=2018,Osteopathic Medicine Physician Supply and Distribution,DO physical medicine and rehabilitation total workforce,
f1474518,Doctors_of_Osteopathic_Medicine_Physician_Medical_Medicine_Rehabilitation_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,DO physical medicine and rehabilitation total workforce,
f1474618,Doctors_of_Osteopathic_Medicine_Other_Specialty_Total=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1474718,Doctors_of_Osteopathic_Medicine_Other_Specialty_Total_Patient_Care=2018,Osteopathic Medicine Physician Supply and Distribution,Osteopathic physician hospital staff and other professional activity,
f1474810,Persons_<65_Years=2010,,,
f1474910,Personal_Persons_<65_with_Health_Insurance=2010,,,
f1475010,Personal_Persons_<65_without_Health_Insurance=2010,,,
f1475110,%_<65_without_Health_Insurance=2010,,,
f1475210,Males_<65_Years=2010,,,
f1475310,Males_<65_with_Health_Insurance=2010,,,
f1475410,Males_<65_without_Health_Insurance=2010,,,
f1475510,%_Males_<65_without_Health_Insurance=2010,,,
f1475610,Females_<65_Years=2010,,,
f1475710,Females_<65_with_Health_Insurance=2010,,,
f1475810,Females_<65_without_Health_Insurance=2010,,,
f1475910,%_Females_<65_without_Health_Insurance=2010,,,
f1476010,Persons_18_64_Years=2010,,,
f1476110,Personal_Persons_18_64_with_Health_Insurance=2010,,,
f1476210,Personal_Persons_18_64_without_Health_Insurance=2010,,,
f1476310,%_18_64_without_Health_Insurance=2010,,,
f1476410,Males_18_64_Years=2010,,,
f1476510,Males_18_64_with_Health_Insurance=2010,,,
f1476610,Males_18_64_without_Health_Insurance=2010,,,
f1476710,%_Males_18_64_without_Health_Insurance=2010,,,
f1476810,Females_18_64_Years=2010,,,
f1476910,Females_18_64_with_Health_Insurance=2010,,,
f1477010,Females_18_64_without_Health_Insurance=2010,,,
f1477110,%_Female_18_64_without_Health_Insurance=2010,,,
f1477210,Persons_40_64_Years=2010,,,
f1477310,Personal_Persons_40_64_with_Health_Insurance=2010,,,
f1477410,Personal_Persons_40_64_without_Health_Insurance=2010,,,
f1477510,%_40_64_without_Health_Insurance=2010,,,
f1477610,Males_40_64_Years=2010,,,
f1477710,Males_40_64_with_Health_Insurance=2010,,,
f1477810,Males_40_64_without_Health_Insurance=2010,,,
f1477910,%_Males_40_64_without_Health_Insurance=2010,,,
f1478010,Females_40_64_Years=2010,,,
f1478110,Females_40_64_with_Health_Insurance=2010,,,
f1478210,Females_40_64_without_Health_Insurance=2010,,,
f1478310,%_Female_40_64_without_Health_Insurance=2010,,,
f1478410,Persons_<19_Years=2010,,,
f1478510,Personal_Persons_<19_with_Health_Insurance=2010,,,
f1478610,Personal_Persons_<19_without_Health_Insurance=2010,,,
f1478710,%_<19_without_Health_Insurance=2010,,,
f1478818,#_Hospital_with_Adult_Cardiology_Service=2018,Hospital Services and Facility Types,"General hospital operations, capacity, beds, and admissions",
f1478918,#_Hospital_with_Pediatric_Cardiology_Services=2018,Hospital Services and Facility Types,Hospital accreditation and pediatric cardiology services,
f1479018,#_Hospital_with_Assistive_Technology_Center=2018,Hospital Services and Facility Types,Hispanic patients psychiatric services and hospital support programs,
f1479118,#_Hospital_with_Electrodiagnostic_Service=2018,Hospital Advanced Medical Technology Availability,"General hospital operations, capacity, beds, and admissions",
f1479218,#_Hospital_with_Prosthetic_&_Orthotic_Service=2018,Hospital Services and Facility Types,# Hospital with Prosthetic & Orthotic Service,
f1479318,#_Hospital_with_Rural_Health_Clinic=2018,Rural and Community Healthcare Provider Sites,Hospital services and community programs (counts and distribution),
f1479418,Physicians_&_Dentists_Vacancies=2018,Dental Workforce and Practice Characteristics,Physicians & Dentists Vacancies,
f1479518,Physicians_&_Dentists_Vacancies=2018,,,
f1479618,Medical_Medicine_Dental_Resident_Internal_Vacancies=2018,Dental Workforce and Practice Characteristics,Medical Medicine Dental Resident Internal Vacancies,
f1479718,Medical_Medicine_Dental_Resident_Internal_Vacancies=2018,,,
f1479818,Other_Trainees_Vacancies=2018,Nursing Home Staffing and Vacancy Levels,Occupational medicine early-career physicians and trainee vacancies,
f1479918,Other_Trainees_Vacancies=2018,,,
f1480018,Registered_Nursing_Vacancies=2018,Nursing Home Staffing and Vacancy Levels,Nursing home personnel vacancies by role,
f1480118,Registered_Nursing_Vacancies=2018,,,
f1480218,Licensed_Practical_Nurse_Licensed_Vocational_Nurse_Vacancies=2018,Nursing Home Staffing and Vacancy Levels,Nursing home personnel vacancies by role,
f1480318,Licensed_Practical_Nurse_Licensed_Vocational_Nurse_Vacancies=2018,,,
f1480418,Nursing_Assistive_Personal_Persons_Vacancies=2018,Nursing Home Staffing and Vacancy Levels,Nursing home personnel vacancies by role,
f1480518,Nursing_Assistive_Personal_Persons_Vacancies=2018,,,
f1480618,Radiology_Technicians_Vacancies=2018,Radiology Healthcare Provider Workforce Availability,Radiology Technicians Vacancies,
f1480718,Radiology_Technicians_Vacancies=2018,,,
f1480818,Laboratory_Technician_Vacancies=2018,Nursing Home Staffing and Vacancy Levels,Nursing home personnel vacancies by role,
f1480918,Laboratory_Technician_Vacancies=2018,,,
f1481018,Pharmacists_Licensed_Vacancies=2018,Nursing Home Staffing and Vacancy Levels,"Mixed: American Indian Shoshone/Arapaho population, neurology administration, and pharmacist vacancies",
f1481118,Pharmacists_Licensed_Vacancies=2018,,,
f1481218,Pharmacy_Technicians_Vacancies=2018,Nursing Home Staffing and Vacancy Levels,Nursing home personnel vacancies by role,
f1481318,Pharmacy_Technicians_Vacancies=2018,,,
f1481418,Respiratory_Therapist_Vacancies=2018,Nursing Home Staffing and Vacancy Levels,Nursing home personnel vacancies by role,
f1481518,Respiratory_Therapist_Vacancies=2018,,,
f1481618,All_Other_Personnel_Vacancies=2018,Nursing Home Staffing and Vacancy Levels,Nursing home personnel vacancies by role,
f1481718,All_Other_Personnel_Vacancies=2018,,,
f1481818,Total_Facility_Personnel_Vacancies=2018,Healthcare Facility Staffing and Personnel Levels,Nursing home personnel vacancies by role,
f1481918,Total_Facility_Personnel_Vacancies=2018,,,
f1482218,Nursing_Home_Personal_Persons_Total_Vacancies=2018,Nursing Home Staffing and Vacancy Levels,Nursing home personnel vacancies by role,
f1482318,Nursing_Home_Personal_Persons_Total_Vacancies=2018,,,
f1482410,Advanced_Practice_Registered_Nurse_Physician_Assistants_Full_Time=2010,Nursing Home Staffing and Vacancy Levels,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1482510,Advanced_Practice_Registered_Nurse_Physician_Assistants_Full_Time=2010,,,
f1482610,Advanced_Practice_Registered_Nurse_Physician_Assistants_Partial_Time=2010,Nursing Home Staffing and Vacancy Levels,General practice and advanced practice nurse physician assistants,
f1482710,Advanced_Practice_Registered_Nurse_Physician_Assistants_Partial_Time=2010,,,
f1483018,#_Hospital_with_Primary_Care_Advanced_Practice_Registered_Nurse_Physician_Assistants=2018,Hospital Services and Facility Types,Hospital services and community programs (counts and distribution),
f1483218,#_Hospital_with_Anesthesia_Service_Advanced_Practice_Registered_Nurse_Physician_Assistants=2018,Hospital Services and Facility Types,General practice and advanced practice nurse physician assistants,
f1483814,%_Units_with_More_Than_1_Person_Room=2014-18,Housing Unit Occupancy and Characteristics,"Children's health insurance, household size, and birth counts","Household crowding, large families, and young children"
f1483910,#_Females_Over_15_Years=2010,Adult Population Demographics and Educational Attainment,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",
f1484010,Population_65+=2010,Population Density and Geographic Area Characteristics,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural",
f1484110,American_Indian_Arapaho_Population=2010,American Indian Tribal Population by Tribe,"Mixed: American Indian Shoshone/Arapaho population, neurology administration, and pharmacist vacancies",
f1484210,American_Indian_Canadian_French_American_Population=2010,American Indian Tribal Population by Tribe,American Indian Canadian French American Population,
f1484310,American_Indian_Central_American_Population=2010,American Indian Tribal Population by Tribe,Hispanic/Latino origin by Central American subgroup,
f1484410,American_Indian_Hopi_Population=2010,American Indian Tribal Population by Tribe,American Indian tribal populations (Southwest),
f1484510,American_Indian_Mexican_American_Population=2010,American Indian Tribal Population by Tribe,Hispanic/Latino and some other race population demographics and socioeconomics,
f1484610,American_Indian_South_American_Population=2010,American Indian Tribal Population by Tribe,Hispanic/Latino origin subgroups and population density metrics,
f1484710,American_Indian_Spanish_American_Population=2010,American Indian Tribal Population by Tribe,Hispanic/Latino and some other race population demographics and socioeconomics,
f1484810,Alaska_Native_Inupiat_Population=2010,American Indian Alaska Native Population Demographics,Alaska Native tribal populations and county geographic/transport metrics (mixed),
f1484910,Alaska_Native_Tsimshian_Population=2010,American Indian Alaska Native Population Demographics,Alaska Native Tsimshian Population,
f1485010,Alaska_Native_Yup'ik_Population=2010,American Indian Alaska Native Population Demographics,Alaska Native Yup'ik population and pediatric substance abuse/psychiatric services,
f1485110,Asian_Bhutanese_Population=2010,Asian Population Demographics by Ethnicity,Asian Bhutanese Population,
f1485210,Asian_Burmese_Population=2010,Asian Population Demographics by Ethnicity,Asian Burmese Population,
f1485310,Asian_Nepalese_Population=2010,Asian Population Demographics by Ethnicity,"Asian population demographics, socioeconomics, and labor force",
f1485410,Micronesian_Marshallese_Population=2010,Pacific Islander Population Demographics,Native Hawaiian/Pacific Islander and Asian population demographics and socioeconomics,
f1485510,#_White_not_Hispanic_Latino_Households=2010,Household Family Structure by Race Ethnicity,"Black/African American population demographics, socioeconomics, and labor force",
f1485610,#_White_not_Hispanic_Household_with_Husband_Wife_Family=2010,Household Family Structure by Race Ethnicity,"Black/African American population demographics, socioeconomics, and labor force",
f1485710,#_Single_Parent_Household_White_non_Hispanic=2010,Household Family Structure by Race Ethnicity,"Black/African American population demographics, socioeconomics, and labor force",
f1485810,Hispanic_Latino_Origin_Costa_Rican_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin subgroups and population density metrics,
f1485910,Hispanic_Latino_Origin_Guatemalan_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin by Central American subgroup,
f1486010,Hispanic_Latino_Origin_Honduran_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin by Central American subgroup,
f1486110,Hispanic_Latino_Origin_Nicaraguan_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin subgroups and population density metrics,
f1486210,Hispanic_Latino_Origin_Panamanian_Population=2010,Hispanic Latino Population by Origin Country,"Veteran population, healthcare utilization, and federal workforce",
f1486310,Hispanic_Latino_Origin_Salvadoran_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin by Central American subgroup,
f1486410,Hispanic_Latino_Origin_Other_Central_American_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin by Central American subgroup,
f1486510,Hispanic_Latino_Origin_Argentinean_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin subgroups and population density metrics,
f1486610,Hispanic_Latino_Origin_Bolivian_Population=2010,Hispanic Latino Population by Origin Country,"Asian population demographics, socioeconomics, and labor force",
f1486710,Hispanic_Latino_Origin_Chilean_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin subgroups and population density metrics,South American Hispanic origin population
f1486810,Hispanic_Latino_Origin_Colombian_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin subgroups and population density metrics,
f1486910,Hispanic_Latino_Origin_Ecuadorian_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin subgroups and population density metrics,
f1487010,Hispanic_Latino_Origin_Paraguayan_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin subgroups and population density metrics,
f1487110,Hispanic_Latino_Origin_Peruvian_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin subgroups and population density metrics,
f1487210,Hispanic_Latino_Origin_Uruguayan_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin subgroups and population density metrics,
f1487310,Hispanic_Latino_Origin_Venezuelan_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin subgroups and population density metrics,
f1487410,Hispanic_Latino_Origin_Other_South_American_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino origin subgroups and population density metrics,
f1487510,Hispanic_Latino_Origin_Spaniard_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino and some other race population demographics and socioeconomics,
f1487610,Hispanic_Latino_Origin_Spanish_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino and some other race population demographics and socioeconomics,
f1487710,Hispanic_Latino_Origin_Spanish_American_Population=2010,Hispanic Latino Population by Origin Country,Hispanic/Latino and some other race population demographics and socioeconomics,
f1487810,Hispanic_Latino_Origin_All_Other_Hospital_Population=2010,Hospital Service Distribution and Institutional Care,Hispanic/Latino and some other race population demographics and socioeconomics,
f1488010,#_White_Families=2010,Household Family Structure by Race Ethnicity,"Black/African American population demographics, socioeconomics, and labor force",
f1488110,#_Black_African_American_Families=2010,Household Family Structure by Race Ethnicity,"Black/African American population demographics, socioeconomics, and labor force",
f1488210,#_American_Indian_Alaska_Native_Families=2010,Household Family Structure by Race Ethnicity,"American Indian/Alaska Native population, demographics, and socioeconomic status",AIAN population size and age-sex distribution
f1488310,#_Asian_Families=2010,Household Family Structure by Race Ethnicity,"Asian population demographics, socioeconomics, and labor force",
f1488410,#_Native_Hawaiian_Other_Pacific_Islander_Families=2010,Household Family Structure by Race Ethnicity,Native Hawaiian/Pacific Islander and Asian population demographics and socioeconomics,
f1488510,#_Some_Other_Race_Families=2010,Household Family Structure by Race Ethnicity,Hispanic/Latino and some other race population demographics and socioeconomics,
f1488610,#_Two_or_more_Races_Families=2010,Household Family Structure by Race Ethnicity,Multiracial (two or more races) population demographics and socioeconomics,
f1488710,#_Hispanic_Latino_Families=2010,Household Family Structure by Race Ethnicity,Hispanic/Latino and some other race population demographics and socioeconomics,
f1488810,#_White_not_Hispanic_Families=2010,Household Family Structure by Race Ethnicity,"Black/African American population demographics, socioeconomics, and labor force",
f1489010,Population_in_Correctional_Institution=2010,Hospital Service Distribution and Institutional Care,"General adult population by age, sex, health insurance, and household composition",
f1489110,Population_in_Juvenile_Facilities=2010,Hospital Service Distribution and Institutional Care,Population in Juvenile Facilities,
f1489210,Population_in_Nursing_Facility_Skilled_Nursing_Facility=2010,Hospital Service Distribution and Institutional Care,"Agriculture employment, rural health resources, skilled nursing, and elderly population (mixed)",
f1489310,Population_in_Other_Institutional_Facility=2010,Hospital Service Distribution and Institutional Care,Population in Other Institutional Facility,
f1489410,Population_in_Mental(Psychiatric)_Hospital_Units=2010,Hospital Service Distribution and Institutional Care,"Long-term hospital beds, psychiatric inpatient days, and capacity",
f1489510,Population_in_Noninstitional_Group_Quarter=2010,Population Density and Geographic Area Characteristics,"Education/healthcare employment, young adult population, and government workers (mixed)",
f1489619,Dentists_Male_with_National_Provider_Identifier=2019,Dental Workforce and Practice Characteristics,"Active dentists, optometrists, and podiatrists by age and practice type",
f1489719,Dentists_Female_with_National_Provider_Identifier=2019,Dental Workforce and Practice Characteristics,"Active dentists, optometrists, and podiatrists by age and practice type",
f1489819,Physician_Assist_Male_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,Physician assistants total workforce by sex,
f1489919,Physician_Assist_Female_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,Physician assistants total workforce by sex,
f1490019,Advanced_Practice_Registered_Nursing_Male_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1490119,Advanced_Practice_Registered_Nursing_Female_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1490219,Nurse_Practitioners_Male_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1490319,Nurse_Practitioners_Female_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1490419,Clinical_Nursing_Specialist_Male_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,Clinical Nursing Specialist Male with National Provider Identifier,
f1490519,Clinical_Nursing_Specialist_Female_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,Clinical nurse specialists with NPI,
f1490619,Certified_Registered_Nurse_Anesthetist_Male_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1490719,Certified_Registered_Nurse_Anesthetist_Female_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,"Medical specialist and advanced practice workforce by specialty, age, and role (broad)",
f1490819,AdvPractNurs_Midwife_Male_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,AdvPractNurs Midwife Male with National Provider Identifier,
f1490919,AdvPractNurs_Midwife_Female_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,Nurse midwives total and NPI-credentialed workforce,
f1491019,Chiropractors_Male_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,"Socioeconomic status: poverty, income, labor force, education, and health insurance",Primary care physician workforce
f1491119,Chiropractors_Female_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,"Socioeconomic status: poverty, income, labor force, education, and health insurance",
f1491219,Optometrists_Male_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,"Active dentists, optometrists, and podiatrists by age and practice type",
f1491319,Optometrists_Female_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,"Active dentists, optometrists, and podiatrists by age and practice type",
f1491419,Podiatrists_Male_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,"Active dentists, optometrists, and podiatrists by age and practice type",
f1491519,Podiatrists_Female_with_National_Provider_Identifier=2019,Non-Physician Healthcare Provider Workforce,"Active dentists, optometrists, and podiatrists by age and practice type",
f1491610,Percent_Urban_Population=2010,Population Density and Geographic Area Characteristics,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural","Urban geography: population, housing, and land area"
f1491710,Census_Urban_Population=2010,Population Density and Geographic Area Characteristics,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural","Urban geography: population, housing, and land area"
f1491810,Census_Urbanized_Areas_Population=2010,Population Density and Geographic Area Characteristics,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural","Urban geography: population, housing, and land area"
f1491910,Census_Urban_Clusters_Population=2010,Population Density and Geographic Area Characteristics,Urban cluster population and micropolitan commuting,
f1492010,Census_Rural_Population=2010,Population Density and Geographic Area Characteristics,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural","Rural geography: population, housing, and land area"
f1492110,Percent_Urban_Housing_Units=2010,Population Density and Geographic Area Characteristics,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural","Urban geography: population, housing, and land area"
f1492210,Census_Urban_Housing_Units=2010,Housing Unit Occupancy and Characteristics,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural","Urban geography: population, housing, and land area"
f1492310,Census_Urbanized_Areas_Housing=2010,Housing Unit Occupancy and Characteristics,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural","Urban geography: population, housing, and land area"
f1492410,Census_Urban_Clusters_Housing=2010,Housing Unit Occupancy and Characteristics,Urban cluster population and micropolitan commuting,
f1492510,Census_Rural_Housing_Units=2010,Housing Unit Occupancy and Characteristics,"General sociodemographic metrics: housing, population, income, Medicare, and urban/rural","Rural geography: population, housing, and land area"
f1493016,3_Year_Hispanic_Male_Births=2016-18,Births Deaths and Infant Mortality Rates,"Mixed: Medicaid/marketplace enrollment, mortality outcomes, birth outcomes, and veteran benefits",
