metric,asedx_p_2017,LP_asedx_p_2017,asedx_p_2017_GE65,LP_asedx_p_2017_GE65,asedx_p_2017_LT65,LP_asedx_p_2017_LT65,asedx_p_2018,LP_asedx_p_2018,asedx_p_2018_GE65,LP_asedx_p_2018_GE65,asedx_p_2018_LT65,LP_asedx_p_2018_LT65,asedx_p_2019,LP_asedx_p_2019,asedx_p_2019_GE65,LP_asedx_p_2019_GE65,asedx_p_2019_LT65,LP_asedx_p_2019_LT65,asedx_p_2020,LP_asedx_p_2020,asedx_p_2020-2023,LP_asedx_p_2020-2023,asedx_p_2020-2023_GE65,LP_asedx_p_2020-2023_GE65,asedx_p_2020-2023_LT65,LP_asedx_p_2020-2023_LT65,asedx_p_2020_GE65,LP_asedx_p_2020_GE65,asedx_p_2020_LT65,LP_asedx_p_2020_LT65,asedx_p_2021,LP_asedx_p_2021,asedx_p_2021_GE65,LP_asedx_p_2021_GE65,asedx_p_2021_LT65,LP_asedx_p_2021_LT65,asedx_p_2022,LP_asedx_p_2022,asedx_p_2022_GE65,LP_asedx_p_2022_GE65,asedx_p_2022_LT65,LP_asedx_p_2022_LT65,asedx_p_2023,LP_asedx_p_2023,asedx_p_2023_GE65,LP_asedx_p_2023_GE65,asedx_p_2023_LT65,LP_asedx_p_2023_LT65,asedx_p_2024,LP_asedx_p_2024,asedx_p_2024_GE65,LP_asedx_p_2024_GE65,asedx_p_2024_LT65,LP_asedx_p_2024_LT65,Sum_|LP|_LP<=-5.0
f1262218,-0.042252,-0.32,-0.03285,-0.235,-0.030384,-0.214,-0.033038,-0.237,-0.028425,-0.198,-0.021809,-0.146,0.052744,-0.424,0.044311,-0.339,0.039902,-0.298,0.001029,-0.006,0.015725,-0.101,0.016476,-0.106,0.025733,-0.176,0.009044,-0.056,-0.018891,-0.124,-0.049363,-0.389,-0.039652,-0.295,-0.035889,-0.261,0.012742,-0.08,0.000185,-0.001,0.047899,-0.374,0.044196,-0.338,0.037584,-0.277,0.045258,-0.348,0.068742,-0.604,0.053951,-0.437,0.079197,-0.735,0.0
f1262518,-0.057263,-0.472,-0.045991,-0.356,-0.036746,-0.269,-0.029058,-0.203,-0.025605,-0.175,-0.014152,-0.09,0.026889,-0.185,0.022469,-0.151,0.019709,-0.13,-0.016469,-0.106,0.079432,-0.738,0.097022,-0.985,0.049567,-0.391,0.001287,-0.008,-0.042242,-0.32,0.041512,-0.313,0.059645,-0.498,0.02755,-0.191,0.088729,-0.865,0.091093,-0.898,0.068126,-0.596,0.090616,-0.891,0.099497,-1.023,0.055581,-0.454,0.137013,-1.674,0.134897,-1.633,0.096137,-0.972,0.0
f1262618,-0.056557,-0.464,-0.046789,-0.363,-0.034571,-0.25,-0.0387,-0.287,-0.034912,-0.253,-0.016462,-0.106,0.077049,-0.707,0.066673,-0.579,0.044059,-0.337,-0.041752,-0.315,0.052156,-0.418,0.069003,-0.607,0.00827,-0.051,-0.026197,-0.18,-0.070463,-0.624,0.020013,-0.132,0.035932,-0.262,0.000369,-0.002,0.072169,-0.645,0.070612,-0.626,0.052313,-0.419,0.075765,-0.691,0.090116,-0.884,0.012541,-0.079,0.112936,-1.238,0.114292,-1.261,0.04894,-0.385,0.0
f1262718,-0.062497,-0.53,-0.048224,-0.378,-0.047193,-0.367,-0.032583,-0.233,-0.035567,-0.259,-0.001263,-0.007,0.064831,-0.557,0.059044,-0.492,0.033613,-0.242,-0.035164,-0.255,0.070073,-0.62,0.085711,-0.823,0.035403,-0.257,-0.017933,-0.117,-0.060399,-0.507,0.032641,-0.233,0.045926,-0.355,0.025222,-0.172,0.085497,-0.82,0.083541,-0.793,0.067719,-0.591,0.089105,-0.87,0.101255,-1.05,0.029329,-0.205,0.141004,-1.753,0.137568,-1.685,0.086676,-0.836,0.0
f1256918,-0.060686,-0.51,-0.034074,-0.246,-0.061421,-0.518,0.012058,-0.076,0.01672,-0.108,0.000496,-0.003,0.056647,-0.465,0.026252,-0.18,0.067574,-0.59,0.058112,-0.481,-0.007904,-0.048,-0.035671,-0.259,0.040436,-0.303,0.050936,-0.405,0.054027,-0.437,-0.062608,-0.532,-0.081871,-0.77,-0.024711,-0.168,-0.021538,-0.144,-0.052986,-0.426,0.039552,-0.294,-0.023439,-0.158,-0.055213,-0.45,0.046262,-0.358,-0.001821,-0.011,-0.026867,-0.185,0.046313,-0.359,0.0
f1256818,-0.039995,-0.299,-0.033417,-0.24,-0.026915,-0.186,0.011665,-0.073,0.012945,-0.082,0.003846,-0.023,0.02994,-0.21,0.023973,-0.162,0.022627,-0.152,0.045166,-0.348,-0.023943,-0.162,-0.02099,-0.14,-0.020563,-0.136,0.055067,-0.448,0.014257,-0.091,-0.066371,-0.575,-0.066596,-0.578,-0.055054,-0.448,-0.036111,-0.263,-0.033321,-0.239,-0.020269,-0.134,-0.034286,-0.247,-0.035903,-0.262,-0.009982,-0.062,-0.020972,-0.139,-0.023112,-0.156,-0.007692,-0.047,0.0
f1256718,-0.033273,-0.239,-0.024433,-0.166,-0.02281,-0.153,0.014424,-0.092,0.013557,-0.086,0.001722,-0.01,0.032589,-0.233,0.024098,-0.163,0.027192,-0.188,0.054577,-0.443,0.005703,-0.034,-0.019193,-0.126,0.044144,-0.338,0.047525,-0.371,0.058601,-0.487,-0.015945,-0.103,-0.038679,-0.286,0.010909,-0.068,-0.00809,-0.05,-0.027769,-0.193,0.026008,-0.178,-0.010548,-0.066,-0.039527,-0.294,0.041073,-0.309,-0.017344,-0.113,-0.03731,-0.274,0.029911,-0.21,0.0
f1252618,0.029565,-0.207,0.01757,-0.114,0.026449,-0.182,0.034842,-0.252,0.05282,-0.425,-0.018688,-0.122,-0.03787,-0.279,-0.045423,-0.35,-0.000521,-0.003,0.17446,-2.489,-0.074723,-0.677,-0.125172,-1.452,0.039377,-0.293,0.16025,-2.16,0.160364,-2.163,-0.1592,-2.137,-0.190253,-2.885,-0.08322,-0.789,-0.107264,-1.145,-0.15785,-2.107,0.027226,-0.188,-0.124774,-1.444,-0.189169,-2.857,0.057381,-0.473,-0.16704,-2.314,-0.195644,-3.027,-0.02413,-0.164,0.0
f1251018,0.016058,-0.103,0.007045,-0.043,0.014445,-0.092,0.041792,-0.315,0.054976,-0.447,-0.008243,-0.051,-0.030374,-0.214,-0.03745,-0.275,0.002939,-0.017,0.240571,-4.362,-0.044367,-0.34,-0.107242,-1.144,0.079147,-0.734,0.224653,-3.858,0.216678,-3.618,-0.131404,-1.567,-0.167572,-2.327,-0.063163,-0.538,-0.101517,-1.054,-0.159934,-2.153,0.038443,-0.284,-0.129838,-1.537,-0.212644,-3.5,0.085083,-0.814,-0.166361,-2.299,-0.209739,-3.417,0.006185,-0.037,0.0
f1251118,0.032614,-0.233,0.01596,-0.103,0.036088,-0.263,0.020164,-0.133,0.040968,-0.308,-0.026741,-0.184,-0.029383,-0.206,-0.035604,-0.259,-0.002891,-0.017,0.110602,-1.199,-0.048282,-0.378,-0.09576,-0.966,0.035908,-0.262,0.102748,-1.073,0.099643,-1.025,-0.105486,-1.116,-0.141164,-1.756,-0.053702,-0.434,-0.066327,-0.575,-0.117594,-1.317,0.035392,-0.257,-0.068594,-0.602,-0.132407,-1.586,0.066572,-0.578,-0.122762,-1.408,-0.146436,-1.864,-0.018404,-0.12,0.0
f1251218,0.011934,-0.075,-0.003392,-0.02,0.021733,-0.145,0.021574,-0.144,0.034189,-0.247,-0.013625,-0.086,-0.013988,-0.089,-0.013403,-0.085,-0.003787,-0.023,0.04549,-0.351,-0.090914,-0.896,-0.139326,-1.72,0.020972,-0.139,0.02978,-0.209,0.068531,-0.601,-0.099851,-1.028,-0.135852,-1.652,-0.036651,-0.268,-0.099212,-1.018,-0.138128,-1.696,0.010436,-0.065,-0.115614,-1.283,-0.168914,-2.358,0.037883,-0.279,-0.142303,-1.779,-0.174148,-2.482,-0.005797,-0.035,0.0
f1251318,0.021305,-0.142,0.017709,-0.115,0.011579,-0.072,0.030555,-0.216,0.048104,-0.376,-0.01968,-0.13,-0.030182,-0.212,-0.045388,-0.35,0.014829,-0.095,0.190261,-2.885,-0.040623,-0.304,-0.09199,-0.911,0.062643,-0.532,0.175128,-2.505,0.174089,-2.48,-0.124616,-1.441,-0.154425,-2.032,-0.060269,-0.505,-0.072619,-0.651,-0.131167,-1.562,0.055763,-0.456,-0.104462,-1.1,-0.170129,-2.386,0.067615,-0.59,-0.138864,-1.711,-0.165299,-2.274,-0.012512,-0.079,0.0
f1251418,0.015365,-0.099,0.000633,-0.004,0.024821,-0.169,0.031047,-0.22,0.049904,-0.395,-0.021261,-0.142,-0.022426,-0.15,-0.02835,-0.197,0.0035,-0.021,0.113698,-1.251,-0.080149,-0.747,-0.131138,-1.562,0.03114,-0.22,0.100527,-1.039,0.112618,-1.233,-0.150236,-1.943,-0.181753,-2.668,-0.08294,-0.785,-0.096319,-0.975,-0.149658,-1.931,0.033686,-0.242,-0.107596,-1.15,-0.17388,-2.475,0.06307,-0.537,-0.142679,-1.787,-0.173194,-2.459,-0.011437,-0.072,0.0
f1251518,0.029535,-0.207,0.014867,-0.095,0.029248,-0.205,0.024005,-0.163,0.043682,-0.333,-0.025007,-0.17,-0.027165,-0.188,-0.034141,-0.246,0.00335,-0.02,0.145308,-1.84,-0.080457,-0.752,-0.126935,-1.484,0.022324,-0.15,0.134817,-1.632,0.130594,-1.552,-0.157553,-2.1,-0.184023,-2.725,-0.096361,-0.975,-0.106968,-1.14,-0.155911,-2.064,0.019296,-0.127,-0.11869,-1.336,-0.184446,-2.736,0.056164,-0.46,-0.159452,-2.142,-0.183907,-2.722,-0.032705,-0.234,0.0
f1251618,0.004288,-0.026,-0.003915,-0.023,0.012689,-0.08,0.033659,-0.242,0.047999,-0.375,-0.01216,-0.076,-0.020429,-0.135,-0.027876,-0.193,0.005131,-0.031,0.041307,-0.311,-0.060995,-0.513,-0.104028,-1.093,0.029944,-0.21,0.0301,-0.212,0.055347,-0.451,-0.109888,-1.187,-0.135083,-1.637,-0.06093,-0.513,-0.064705,-0.556,-0.111701,-1.217,0.041603,-0.313,-0.061608,-0.52,-0.117031,-1.308,0.064667,-0.555,-0.078061,-0.72,-0.10819,-1.16,0.020881,-0.139,0.0
f1251718,0.016269,-0.105,-0.005232,-0.031,0.035602,-0.259,0.034021,-0.245,0.048283,-0.378,-0.012468,-0.079,-0.021928,-0.147,-0.01815,-0.119,-0.014207,-0.09,0.172098,-2.433,-0.090535,-0.89,-0.144947,-1.833,0.028081,-0.195,0.154916,-2.043,0.164856,-2.264,-0.171265,-2.413,-0.205313,-3.292,-0.09879,-1.012,-0.12687,-1.482,-0.180488,-2.636,0.013489,-0.085,-0.146114,-1.857,-0.215286,-3.577,0.048287,-0.378,-0.180768,-2.643,-0.209057,-3.397,-0.03659,-0.268,0.0
f1251818,0.008697,-0.053,-0.01196,-0.075,0.031563,-0.224,0.030152,-0.212,0.045814,-0.354,-0.019967,-0.132,-0.020973,-0.139,-0.017665,-0.115,-0.007521,-0.046,0.077891,-0.718,-0.069127,-0.608,-0.104713,-1.104,0.021382,-0.142,0.072616,-0.651,0.070596,-0.626,-0.136985,-1.674,-0.158802,-2.128,-0.075035,-0.681,-0.076867,-0.705,-0.113644,-1.25,0.025371,-0.173,-0.06752,-0.589,-0.118568,-1.334,0.066094,-0.572,-0.112998,-1.239,-0.137715,-1.688,-0.002647,-0.016,0.0
f1251918,0.021517,-0.144,0.006631,-0.04,0.028196,-0.196,0.014188,-0.09,0.036861,-0.27,-0.029697,-0.208,-0.016522,-0.107,-0.025486,-0.174,0.007073,-0.043,0.113849,-1.253,-0.048732,-0.383,-0.101634,-1.056,0.050452,-0.4,0.100604,-1.04,0.111482,-1.214,-0.101054,-1.047,-0.136466,-1.664,-0.043526,-0.332,-0.061591,-0.52,-0.117026,-1.307,0.052234,-0.419,-0.0888,-0.866,-0.154602,-2.036,0.064133,-0.549,-0.118051,-1.325,-0.149949,-1.937,0.001994,-0.012,0.0
f1252018,-0.009362,-0.058,-0.018266,-0.119,0.011488,-0.072,0.046198,-0.358,0.063094,-0.537,-0.01541,-0.099,-0.016796,-0.109,-0.025275,-0.173,0.010077,-0.062,0.054609,-0.444,-0.08869,-0.864,-0.129972,-1.54,0.008329,-0.051,0.044341,-0.34,0.060337,-0.506,-0.135551,-1.646,-0.162151,-2.203,-0.077059,-0.707,-0.089202,-0.871,-0.131941,-1.577,0.020716,-0.137,-0.100879,-1.044,-0.15262,-1.993,0.042271,-0.32,-0.125907,-1.465,-0.150792,-1.955,-0.014527,-0.093,0.0
f1252118,0.016573,-0.107,0.009177,-0.057,0.01091,-0.068,0.014472,-0.092,0.030382,-0.214,-0.019616,-0.129,-0.013946,-0.089,-0.023601,-0.159,0.013857,-0.088,0.065044,-0.56,-0.050293,-0.399,-0.105389,-1.115,0.0584,-0.484,0.050457,-0.4,0.081147,-0.761,-0.105864,-1.122,-0.143618,-1.806,-0.03979,-0.297,-0.050678,-0.403,-0.108838,-1.17,0.065818,-0.569,-0.061139,-0.515,-0.128246,-1.508,0.083784,-0.796,-0.084082,-0.8,-0.123043,-1.413,0.036235,-0.264,0.0
f1252218,0.012583,-0.079,-0.002551,-0.015,0.019523,-0.129,0.019563,-0.129,0.033136,-0.237,-0.015847,-0.102,-0.015292,-0.098,-0.015692,-0.101,0.000455,-0.003,0.054299,-0.44,-0.054113,-0.438,-0.101186,-1.049,0.045428,-0.35,0.035814,-0.261,0.079777,-0.743,-0.106362,-1.13,-0.138848,-1.71,-0.039795,-0.297,-0.048773,-0.383,-0.098259,-1.004,0.057519,-0.475,-0.05481,-0.446,-0.107502,-1.149,0.065337,-0.563,-0.089939,-0.882,-0.119787,-1.355,0.013742,-0.087,0.0
f1252318,0.024682,-0.168,0.001522,-0.009,0.043822,-0.335,0.016253,-0.105,0.0283,-0.197,-0.016731,-0.108,-0.027432,-0.19,-0.018591,-0.122,-0.025235,-0.172,-0.007321,-0.045,-0.102243,-1.065,-0.125152,-1.451,-0.034366,-0.248,-0.004894,-0.029,-0.017594,-0.114,-0.108967,-1.172,-0.128338,-1.51,-0.060224,-0.505,-0.09526,-0.959,-0.120733,-1.372,-0.009125,-0.056,-0.086631,-0.835,-0.117605,-1.317,0.011068,-0.069,-0.131842,-1.575,-0.142475,-1.783,-0.049437,-0.39,0.0
f1252418,0.023618,-0.16,0.003188,-0.019,0.034495,-0.249,0.0077,-0.047,0.031882,-0.227,-0.037503,-0.276,-0.017917,-0.117,-0.02226,-0.149,0.00466,-0.028,0.078404,-0.725,-0.030733,-0.217,-0.058936,-0.49,0.036669,-0.268,0.073297,-0.659,0.070875,-0.629,-0.098681,-1.01,-0.111629,-1.216,-0.054002,-0.437,-0.033835,-0.243,-0.066198,-0.573,0.043885,-0.335,-0.036781,-0.269,-0.076969,-0.706,0.063455,-0.541,-0.059743,-0.499,-0.083068,-0.786,0.021337,-0.142,0.0
f1250918,0.024692,-0.168,0.016805,-0.109,0.018216,-0.119,0.034048,-0.245,0.050824,-0.404,-0.017615,-0.115,-0.037221,-0.273,-0.04696,-0.365,0.00462,-0.028,0.149204,-1.921,-0.073915,-0.667,-0.118386,-1.331,0.033293,-0.239,0.138968,-1.713,0.133062,-1.598,-0.153869,-2.02,-0.179817,-2.62,-0.083747,-0.796,-0.099098,-1.017,-0.146604,-1.867,0.033302,-0.239,-0.114072,-1.257,-0.173945,-2.477,0.059649,-0.498,-0.151598,-1.972,-0.175652,-2.518,-0.023117,-0.156,0.0
f1250718,0.011482,-0.072,0.008753,-0.054,0.004576,-0.027,0.041702,-0.314,0.055679,-0.455,-0.011116,-0.069,-0.032461,-0.232,-0.044704,-0.343,0.012649,-0.08,0.150848,-1.956,-0.065051,-0.56,-0.116537,-1.299,0.052393,-0.42,0.133715,-1.611,0.150987,-1.959,-0.139537,-1.724,-0.170395,-2.393,-0.063423,-0.541,-0.088887,-0.867,-0.142513,-1.784,0.047514,-0.371,-0.110919,-1.204,-0.174705,-2.495,0.066512,-0.577,-0.145594,-1.846,-0.175063,-2.504,-0.011003,-0.069,0.0
f1250618,0.009673,-0.06,0.000289,-0.002,0.014175,-0.09,0.034831,-0.252,0.052176,-0.418,-0.016762,-0.108,-0.027645,-0.192,-0.036742,-0.269,0.00741,-0.045,0.091659,-0.906,-0.067987,-0.594,-0.108088,-1.158,0.024405,-0.166,0.079859,-0.744,0.093354,-0.931,-0.119638,-1.353,-0.145374,-1.842,-0.060859,-0.512,-0.080706,-0.755,-0.122503,-1.403,0.027725,-0.192,-0.093214,-0.929,-0.141051,-1.754,0.040656,-0.305,-0.121195,-1.38,-0.14458,-1.826,-0.013448,-0.085,0.0
f1248715,0.055062,-0.448,0.043384,-0.33,0.03546,-0.258,-0.032373,-0.231,-0.034299,-0.247,-0.007359,-0.045,-0.025035,-0.171,-0.012391,-0.078,-0.030033,-0.211,-0.174696,-2.495,-0.064227,-0.55,-0.019439,-0.128,-0.122897,-1.411,-0.170079,-2.385,-0.132285,-1.583,0.058328,-0.484,0.083759,-0.796,0.021618,-0.144,-0.032296,-0.23,0.026322,-0.181,-0.123945,-1.429,-0.039222,-0.291,0.028626,-0.2,-0.143788,-1.809,-0.000707,-0.004,0.037338,-0.274,-0.080105,-0.747,0.0
f1244200,-0.065479,-0.565,-0.045536,-0.351,-0.05199,-0.416,-0.025229,-0.172,-0.026775,-0.185,-0.000816,-0.005,0.007547,-0.046,-0.000108,-0.001,0.018691,-0.122,-0.069942,-0.618,0.096656,-0.98,0.137361,-1.681,0.031497,-0.223,-0.039889,-0.298,-0.109637,-1.183,0.07072,-0.628,0.107552,-1.149,0.038006,-0.28,0.121299,-1.382,0.142772,-1.789,0.066485,-0.577,0.124994,-1.448,0.157693,-2.103,0.040685,-0.305,0.191568,-2.919,0.202669,-3.218,0.1084,-1.163,0.0
f1248115,-0.023876,-0.162,-0.017797,-0.116,-0.01218,-0.077,-0.018806,-0.123,-0.015619,-0.1,-0.013315,-0.084,-0.009528,-0.059,-0.009681,-0.06,-5.5e-05,-0.0,0.005586,-0.034,0.040531,-0.303,0.055353,-0.451,0.020645,-0.137,0.016842,-0.109,-0.01497,-0.096,0.027378,-0.189,0.034929,-0.253,0.032892,-0.235,0.030497,-0.215,0.041372,-0.311,0.014803,-0.095,0.048216,-0.378,0.065303,-0.563,0.00387,-0.023,0.054337,-0.441,0.05728,-0.472,0.043456,-0.331,0.0
f1248215,-0.011449,-0.072,-0.029666,-0.208,0.014432,-0.092,0.034642,-0.25,0.043603,-0.332,0.001527,-0.009,-0.031804,-0.226,-0.025096,-0.171,-0.019219,-0.126,0.01138,-0.071,0.088672,-0.864,0.067418,-0.588,0.074815,-0.678,0.007889,-0.048,0.013454,-0.085,0.166085,-2.292,0.132802,-1.593,0.140185,-1.737,0.071405,-0.636,0.052791,-0.424,0.053722,-0.434,0.04099,-0.308,0.029604,-0.208,0.02462,-0.167,0.054052,-0.438,0.04433,-0.339,0.043141,-0.328,0.0
f1248315,-0.026794,-0.185,-0.020519,-0.136,-0.018385,-0.12,-0.027877,-0.193,-0.021487,-0.143,-0.022437,-0.151,0.039665,-0.295,0.02909,-0.203,0.035782,-0.26,-0.038877,-0.288,0.044616,-0.342,0.071106,-0.632,-0.011811,-0.074,-0.020951,-0.139,-0.070144,-0.621,0.031562,-0.224,0.05492,-0.447,-0.007863,-0.048,0.071846,-0.641,0.082635,-0.781,0.030018,-0.211,0.052382,-0.42,0.079215,-0.735,-0.016561,-0.107,0.089493,-0.875,0.100029,-1.031,0.031685,-0.225,0.0
f1248415,-0.00341,-0.02,0.024025,-0.163,-0.044805,-0.344,-0.001315,-0.008,-0.009209,-0.057,0.01486,-0.095,-0.001052,-0.006,-0.018907,-0.124,0.029866,-0.21,-0.086125,-0.828,-0.013496,-0.086,-0.04402,-0.336,0.039505,-0.294,-0.097793,-0.997,-0.037168,-0.273,-0.017116,-0.111,-0.040757,-0.306,0.008849,-0.054,0.011487,-0.072,-0.018596,-0.122,0.04914,-0.387,0.033697,-0.242,0.001179,-0.007,0.066711,-0.579,0.043226,-0.329,0.014497,-0.092,0.080764,-0.756,0.0
f1248615,-0.008515,-0.052,-0.016123,-0.104,0.013958,-0.089,0.023719,-0.16,0.020463,-0.136,0.015695,-0.101,0.012223,-0.077,0.020765,-0.138,-0.018695,-0.122,0.160452,-2.165,-0.007741,-0.047,-0.007024,-0.043,-0.010337,-0.064,0.163414,-2.231,0.106446,-1.132,-0.050158,-0.397,-0.045478,-0.351,-0.047239,-0.368,-0.049628,-0.392,-0.046268,-0.358,-0.035026,-0.254,-0.055003,-0.448,-0.066421,-0.576,-0.003942,-0.023,-0.103943,-1.092,-0.094154,-0.943,-0.078307,-0.723,0.0
f1249220,0.111032,-1.206,0.104979,-1.108,0.031163,-0.221,-0.005086,-0.031,-0.007373,-0.045,0.006391,-0.039,-0.070465,-0.624,-0.067665,-0.591,-0.023941,-0.162,0.004368,-0.026,-0.098251,-1.004,-0.157462,-2.098,0.044458,-0.341,-0.028663,-0.2,0.080055,-0.746,-0.077473,-0.712,-0.127098,-1.487,0.017816,-0.116,-0.094245,-0.944,-0.136996,-1.674,0.0226,-0.152,-0.095831,-0.968,-0.146564,-1.866,0.044932,-0.345,-0.153805,-2.019,-0.191773,-2.924,0.001012,-0.006,0.0
f1250518,0.032225,-0.23,0.017926,-0.117,0.030771,-0.217,0.030652,-0.216,0.049454,-0.39,-0.021356,-0.142,-0.041044,-0.308,-0.047221,-0.368,-0.004097,-0.024,0.129986,-1.54,-0.096876,-0.983,-0.135743,-1.65,-0.000497,-0.003,0.124312,-1.436,0.106459,-1.132,-0.163231,-2.227,-0.186063,-2.777,-0.101649,-1.056,-0.119334,-1.348,-0.164786,-2.262,0.012879,-0.081,-0.139483,-1.723,-0.192943,-2.955,0.027919,-0.194,-0.173163,-2.458,-0.18774,-2.82,-0.058304,-0.483,0.0
f1249918,0.021796,-0.146,0.010228,-0.063,0.024143,-0.164,0.033981,-0.245,0.052389,-0.42,-0.020145,-0.133,-0.028375,-0.197,-0.037198,-0.273,0.004017,-0.024,0.184717,-2.743,-0.067343,-0.587,-0.120952,-1.376,0.04694,-0.365,0.170742,-2.401,0.16732,-2.321,-0.156624,-2.08,-0.18939,-2.862,-0.082737,-0.782,-0.103499,-1.085,-0.158314,-2.117,0.03394,-0.244,-0.121132,-1.379,-0.190927,-2.902,0.065498,-0.565,-0.161771,-2.194,-0.193219,-2.963,-0.017754,-0.116,0.0
f1250018,-0.014562,-0.093,0.005779,-0.035,-0.033154,-0.238,0.004869,-0.029,0.003716,-0.022,0.003764,-0.022,0.031095,-0.22,0.009969,-0.062,0.04199,-0.317,0.086891,-0.839,0.084512,-0.806,0.050345,-0.399,0.114639,-1.267,0.076971,-0.706,0.086253,-0.83,0.00991,-0.061,-0.014815,-0.095,0.037178,-0.273,0.061247,-0.516,0.022606,-0.152,0.094998,-0.955,0.085604,-0.821,0.041657,-0.314,0.113046,-1.24,0.085615,-0.821,0.048526,-0.381,0.113149,-1.242,0.0
f1250118,-0.013723,-0.087,0.006909,-0.042,-0.033513,-0.241,0.00263,-0.016,0.00083,-0.005,0.004222,-0.025,0.031863,-0.227,0.011071,-0.069,0.041722,-0.315,0.090302,-0.887,0.087339,-0.845,0.052626,-0.423,0.117767,-1.32,0.080053,-0.746,0.089438,-0.875,0.011392,-0.071,-0.013697,-0.087,0.039341,-0.293,0.063267,-0.539,0.024287,-0.165,0.096797,-0.982,0.086869,-0.839,0.042716,-0.324,0.114218,-1.26,0.088118,-0.856,0.04997,-0.395,0.116596,-1.3,0.0
f1250218,-0.035815,-0.261,-0.033375,-0.239,-0.009772,-0.06,0.051188,-0.408,0.063194,-0.538,-0.005011,-0.03,0.002929,-0.017,-0.011615,-0.073,0.022262,-0.149,-0.047609,-0.372,-0.026005,-0.178,-0.025481,-0.174,-0.025942,-0.178,-0.041583,-0.313,-0.047265,-0.368,-0.025962,-0.178,-0.025026,-0.171,-0.037173,-0.273,-0.014015,-0.089,-0.02215,-0.148,0.002176,-0.013,0.009726,-0.06,-0.001281,-0.007,0.017023,-0.11,-0.011203,-0.07,-0.002717,-0.016,-0.024989,-0.17,0.0
f1250318,0.020912,-0.139,0.008728,-0.054,0.026587,-0.183,0.03473,-0.251,0.053624,-0.433,-0.021573,-0.144,-0.027987,-0.194,-0.036935,-0.271,0.00263,-0.016,0.230282,-4.032,-0.064875,-0.558,-0.118846,-1.339,0.048435,-0.38,0.217264,-3.636,0.199068,-3.119,-0.161388,-2.185,-0.193376,-2.967,-0.088338,-0.859,-0.11456,-1.265,-0.16936,-2.368,0.027124,-0.187,-0.140198,-1.737,-0.211815,-3.476,0.059159,-0.493,-0.183335,-2.708,-0.213078,-3.513,-0.032334,-0.231,0.0
f1250418,0.029518,-0.207,0.011805,-0.074,0.039704,-0.296,0.009077,-0.056,0.012187,-0.077,-0.004971,-0.03,-0.022527,-0.151,-0.011155,-0.07,-0.03152,-0.224,0.080464,-0.752,-0.030297,-0.213,-0.061983,-0.525,0.022513,-0.151,0.078307,-0.723,0.062876,-0.535,-0.086518,-0.834,-0.110668,-1.2,-0.047742,-0.373,-0.041713,-0.315,-0.081962,-0.772,0.030454,-0.215,-0.041124,-0.309,-0.079038,-0.733,0.03763,-0.277,-0.070523,-0.625,-0.091442,-0.903,-0.000716,-0.004,0.0
f1252518,-0.003317,-0.02,-0.008543,-0.052,0.005343,-0.032,0.038226,-0.282,0.052902,-0.426,-0.011286,-0.071,-0.015135,-0.097,-0.025574,-0.175,0.012788,-0.081,0.090095,-0.884,-0.076165,-0.696,-0.12561,-1.459,0.034031,-0.245,0.077537,-0.713,0.094756,-0.952,-0.140861,-1.75,-0.171096,-2.409,-0.075246,-0.684,-0.090722,-0.893,-0.144332,-1.82,0.040693,-0.305,-0.093105,-0.927,-0.153575,-2.014,0.063029,-0.536,-0.121462,-1.385,-0.155088,-2.047,0.006852,-0.042,0.0
f1252718,0.032408,-0.231,0.012994,-0.082,0.034212,-0.247,-0.00726,-0.044,0.006794,-0.041,-0.022811,-0.153,-0.021854,-0.146,-0.018016,-0.118,-0.012573,-0.079,-0.019811,-0.131,-0.016576,-0.107,-0.012629,-0.08,-0.019685,-0.13,-0.019857,-0.131,-0.013046,-0.082,0.007553,-0.046,0.006215,-0.038,0.00409,-0.024,-0.025256,-0.172,-0.019362,-0.127,-0.024174,-0.164,-0.020008,-0.132,-0.00733,-0.045,-0.031662,-0.225,-0.010875,-0.068,-0.005705,-0.034,-0.01531,-0.098,0.0
f1256618,-0.068105,-0.596,-0.048672,-0.382,-0.051354,-0.409,0.03071,-0.217,0.024792,-0.169,0.026536,-0.183,0.04743,-0.37,0.033914,-0.244,0.031801,-0.226,0.007219,-0.044,0.000373,-0.002,-0.007627,-0.047,0.008374,-0.051,0.009417,-0.058,-0.002777,-0.016,-0.043055,-0.327,-0.045898,-0.355,-0.035782,-0.26,-0.00104,-0.006,-0.020433,-0.135,0.032681,-0.233,0.010344,-0.064,-0.001245,-0.007,0.019165,-0.126,0.025067,-0.171,0.014896,-0.095,0.023978,-0.162,0.0
f1252818,0.016269,-0.105,0.006072,-0.037,0.020986,-0.14,0.032952,-0.236,0.051853,-0.415,-0.020728,-0.138,-0.030233,-0.213,-0.038272,-0.283,0.003943,-0.023,0.121349,-1.383,-0.064002,-0.548,-0.099703,-1.026,0.025722,-0.176,0.115558,-1.282,0.104229,-1.096,-0.137138,-1.677,-0.158642,-2.124,-0.073334,-0.66,-0.082252,-0.775,-0.119831,-1.356,0.024995,-0.17,-0.088167,-0.857,-0.137973,-1.693,0.053444,-0.431,-0.127486,-1.494,-0.148926,-1.915,-0.015356,-0.099,0.0
